iter	Logloss
503	0.391785771
504	0.3917051557
505	0.3916489525
506	0.391523984
507	0.3914685347
508	0.3913924643
509	0.391358263
510	0.3913079178
511	0.3912576485
512	0.3911724272
513	0.3911026919
514	0.391078583
515	0.3910418536
516	0.3909879251
517	0.3909653687
518	0.3909006668
519	0.3908477087
520	0.3908024946
521	0.3907581733
522	0.3907192119
523	0.3906410221
524	0.3905608065
525	0.3905073577
526	0.3904279781
527	0.3904245962
528	0.3903531808
529	0.3903018943
530	0.390258843
531	0.3901982172
532	0.3901609053
533	0.3900337257
534	0.3900309661
535	0.3899826944
536	0.3899313817
537	0.3899223147
538	0.38987411
539	0.3898521905
540	0.3897890815
541	0.3897710629
542	0.3897194848
543	0.3897007401
544	0.3895764737
545	0.3895056795
546	0.3894688396
547	0.3894309894
548	0.389378281
549	0.389313736
550	0.3892536005
551	0.3891715653
552	0.389115458
553	0.3890802573
554	0.3890298656
555	0.3889972733
556	0.3889169823
557	0.3888678523
558	0.3888275002
559	0.3887819428
560	0.3887120784
561	0.3886451995
562	0.3885642703
563	0.3884730293
564	0.3884200226
565	0.3883621435
566	0.3883290888
567	0.388270697
568	0.3882041162
569	0.3881196745
570	0.3880857669
571	0.3879887299
572	0.3879325776
573	0.3878812548
574	0.3878267139
575	0.3877636605
576	0.3877160217
577	0.3876718367
578	0.3875921143
579	0.387521722
580	0.3874231387
581	0.3873613495
582	0.3873067222
583	0.3872450395
584	0.3872216886
585	0.3871753406
586	0.3871212941
587	0.387085699
588	0.3870301315
589	0.3869472569
590	0.3869094007
591	0.3868418405
592	0.3867922509
593	0.3867185172
594	0.3866736049
595	0.386622424
596	0.386564066
597	0.3865482508
598	0.3864812973
599	0.3864355238
600	0.3863752396
601	0.3863339451
602	0.3862806594
603	0.3861772937
604	0.386103863
605	0.3860342168
606	0.3860045039
607	0.3859588666
608	0.3859015873
609	0.385848844
610	0.3857952187
611	0.3857168953
612	0.3856835769
613	0.385585841
614	0.3855316375
615	0.385505137
616	0.385459365
617	0.3854009201
618	0.385347267
619	0.3853200512
620	0.3852632832
621	0.3852003407
622	0.3851368441
623	0.3850617625
624	0.3850294684
625	0.3849664427
626	0.3849045344
627	0.3848122083
628	0.3847503994
629	0.3846925393
630	0.3846374162
631	0.3845626978
632	0.3844954737
633	0.3844184639
634	0.3843854343
635	0.3843188618
636	0.3842526656
637	0.3842396503
638	0.3841978699
639	0.3841471111
640	0.3841107083
641	0.3840021456
642	0.3839162499
643	0.3838783393
644	0.3838372672
645	0.3837729704
646	0.3836975214
647	0.3836213398
648	0.3835701169
649	0.3835244492
650	0.383447216
651	0.3834129948
652	0.3833790111
653	0.383305405
654	0.383261419
655	0.3832489402
656	0.3832113765
657	0.3832002911
658	0.3831570645
659	0.3830974594
660	0.3830087672
661	0.3829582604
662	0.3829078247
663	0.38284309
664	0.3827909301
665	0.3827513624
666	0.3827086306
667	0.3826630286
668	0.3826304026
669	0.3825949859
670	0.3825529435
671	0.3825014565
672	0.3824010598
673	0.382314032
674	0.38227185
675	0.3822300115
676	0.3822111011
677	0.3821372328
678	0.3820895464
679	0.3820611536
680	0.382021278
681	0.381957921
682	0.381918958
683	0.3818799114
684	0.3818090481
685	0.3817537592
686	0.3816903608
687	0.3816669418
688	0.3816313483
689	0.3816064081
690	0.3815480554
691	0.3815100316
692	0.3814657706
693	0.3813880075
694	0.3813497865
695	0.381312137
696	0.3812571899
697	0.3811755778
698	0.3811409688
699	0.3810692074
700	0.3810413072
701	0.3809872635
702	0.3809456464
703	0.3808812035
704	0.3808234276
705	0.3807921403
706	0.3807110091
707	0.3806703412
708	0.3806281824
709	0.3805821636
710	0.3805253777
711	0.3804754375
712	0.3804282439
713	0.3803858228
714	0.3803539289
715	0.3803047558
716	0.3802262093
717	0.3801811398
718	0.3801270094
719	0.3800625896
720	0.3800189181
721	0.3799578334
722	0.379920511
723	0.379844142
724	0.3797752976
725	0.379693007
726	0.3796008775
727	0.3795944033
728	0.379562614
729	0.3795107414
730	0.3794755831
731	0.3794102952
732	0.3793580039
733	0.3792919658
734	0.379246701
735	0.3791879998
736	0.3791408112
737	0.3790956587
738	0.3790531909
739	0.3790046738
740	0.3789366616
741	0.3788915779
742	0.3788214891
743	0.378779448
744	0.3787279509
745	0.3786721173
746	0.3786253814
747	0.3785930154
748	0.3785468393
749	0.3784907173
750	0.3784573612
751	0.3784276976
752	0.378363924
753	0.3783059256
754	0.3782482236
755	0.3782219865
756	0.3781789957
757	0.378131706
758	0.3780664734
759	0.3780403471
760	0.3780131253
761	0.3779981483
762	0.3779605467
763	0.377921759
764	0.3778983099
765	0.3778376908
766	0.3777654272
767	0.3776956199
768	0.3776647009
769	0.3776064709
770	0.3775529725
771	0.3775163766
772	0.3774509125
773	0.3774228115
774	0.3773468283
775	0.3772970497
776	0.3772622012
777	0.3772416916
778	0.3772063604
779	0.3771303191
780	0.3771174398
781	0.3770599796
782	0.3770060889
783	0.3769567633
784	0.376911192
785	0.3768366568
786	0.3767556461
787	0.3767029217
788	0.3766523986
789	0.3765773303
790	0.3765398788
791	0.3764870115
792	0.3764422838
793	0.3764095639
794	0.376391729
795	0.3763475818
796	0.3762965359
797	0.3762740687
798	0.3762274319
799	0.3761734593
800	0.3761218765
801	0.3760811276
802	0.3760405725
803	0.3760069068
804	0.375984981
805	0.3759195662
806	0.3759002735
807	0.3758921592
808	0.3757873549
809	0.3757385054
810	0.3757349182
811	0.375695181
812	0.3756291134
813	0.3755870853
814	0.3755351406
815	0.375487263
816	0.3753945193
817	0.3753482557
818	0.3752956913
819	0.3752418301
820	0.3751966426
821	0.3751779785
822	0.375155263
823	0.3750904239
824	0.3750540383
825	0.3750246934
826	0.374989406
827	0.3749450294
828	0.3748758451
829	0.3748260058
830	0.3748091685
831	0.37477684
832	0.3747003818
833	0.3746530021
834	0.3746180246
835	0.3745707321
836	0.3745041363
837	0.3744470482
838	0.37437239
839	0.3743263776
840	0.3742867392
841	0.3742430565
842	0.3742167184
843	0.3741577412
844	0.3740966482
845	0.3740770676
846	0.37403103
847	0.3739941598
848	0.3739691188
849	0.3739283487
850	0.3739023754
851	0.3738644179
852	0.3738216569
853	0.3738008549
854	0.3737565605
855	0.3736789279
856	0.3736349592
857	0.3735980218
858	0.3735414555
859	0.3734847906
860	0.3734214437
861	0.3733570334
862	0.3733057796
863	0.3732601063
864	0.3732354387
865	0.3731973431
866	0.3731476392
867	0.3731209709
868	0.3730807642
869	0.3730487072
870	0.3730205507
871	0.3729346581
872	0.3729194321
873	0.3728956977
874	0.3728426494
875	0.3727883459
876	0.3727260852
877	0.3726477418
878	0.3725677113
879	0.3725388247
880	0.3725034925
881	0.3724535789
882	0.3724196817
883	0.3723581163
884	0.372328745
885	0.3723105401
886	0.3722704366
887	0.3722259373
888	0.3721345036
889	0.3720929891
890	0.3720295639
891	0.3719818102
892	0.3719191186
893	0.3718391598
894	0.3717983006
895	0.3717426868
896	0.3716979229
897	0.3716668766
898	0.3716303255
899	0.371598218
900	0.3715467988
901	0.3715124281
902	0.3714568767
903	0.3713674228
904	0.3712857797
905	0.3712487681
906	0.3711910866
907	0.3711759689
908	0.3711523525
909	0.3711262113
910	0.3710445508
911	0.3709877717
912	0.370962865
913	0.370927263
914	0.3708919035
915	0.3708273808
916	0.3707806088
917	0.3707334805
918	0.3706795284
919	0.3706211644
920	0.3705642105
921	0.3705102774
922	0.3704511678
923	0.3704183138
924	0.3703926578
925	0.3703495941
926	0.3702633265
927	0.3702190641
928	0.3701774393
929	0.3701321072
930	0.3700895222
931	0.3700377269
932	0.3699853451
933	0.3699430935
934	0.3699087258
935	0.3698519038
936	0.369803528
937	0.3697249259
938	0.3696458362
939	0.3695753694
940	0.3695347717
941	0.369475159
942	0.369375828
943	0.3693388316
944	0.369291221
945	0.3692567709
946	0.3692037429
947	0.3691346813
948	0.3690865397
949	0.3690520291
950	0.3690213184
951	0.3689648428
952	0.3689233157
953	0.3688757245
954	0.368839166
955	0.3688002825
956	0.3687347616
957	0.3686689028
958	0.3686277873
959	0.3685708508
960	0.3685312612
961	0.3684841186
962	0.3684342494
963	0.3683969232
964	0.3683579603
965	0.3683366006
966	0.3682965235
967	0.3682962342
968	0.3682482508
969	0.3682236473
970	0.3681623913
971	0.3681308677
972	0.3681017114
973	0.3680737734
974	0.3680662576
975	0.3680054546
976	0.3679662624
977	0.3679273369
978	0.3679021483
979	0.3679000635
980	0.3678511512
981	0.3677638167
982	0.367714277
983	0.367663686
984	0.3676118234
985	0.3675723272
986	0.3675087967
987	0.3674744326
988	0.3674337606
989	0.3673812608
990	0.3673203793
991	0.367241819
992	0.3672085581
993	0.3671598785
994	0.3671144281
995	0.3670678993
996	0.3670223525
997	0.3669430428
998	0.3668965496
999	0.3668395861
